path,filename,label,source,size_bytes,md5,is_exact_duplicate,keep,corrupt,width,height,mode,too_small,zero_bytes
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/117_3aea85fd.jpg,117_3aea85fd.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,32586,23b38a8035fc52e0e4bd936c171a6473,True,False,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/112_710c6176.jpg,112_710c6176.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,26455,06cb17c9acbfda348d46cddcaef214ce,True,False,False,474,543,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/051_f852bd6d.jpg,051_f852bd6d.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,19854,a86d36f97e2332d84caf4eae1a91ddd3,True,False,False,474,473,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/010_4eb6eabe.jpg,010_4eb6eabe.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,24465,d9e9347145f4488ce5e1661940e25abd,True,False,False,474,404,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/196_08de561a.jpg,196_08de561a.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,27993,089cddf154af81aeba88dabab7dae596,True,False,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/025_cd625bef.jpg,025_cd625bef.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,41030,92392e2bf6f54bdc926291570b13ae6a,True,False,False,474,590,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/107_76e3d093.jpg,107_76e3d093.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,22153,5f8f0302cc254ab2011a26bdc2b36dcd,True,False,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/198_e056989e.jpg,198_e056989e.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,30061,5a7697229575f96ff0e42b660c238055,True,False,False,474,587,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/059_07020e9d.jpg,059_07020e9d.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,25076,feccb19aacbc4ba01056120a63a6c7a6,True,False,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/042_81d1cfae.jpg,042_81d1cfae.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,39579,f7f8841c63fcaa261581ba1256468acc,True,False,False,474,517,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/032_7c1161c1.jpg,032_7c1161c1.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,33334,5b4941df1b770fa88e599d0e4769a16a,True,False,False,474,408,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/009_fc574624.jpg,009_fc574624.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,31741,dfa558976ca6eefc795b69a58db8da92,True,False,False,474,568,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/005_1fc7405f.jpg,005_1fc7405f.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,25215,2501c1cd795f21a9fdf23914eaf07008,True,False,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/127_9894295d.jpg,127_9894295d.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,6467,ede24d4e59f17251cfb7d1648891c181,False,True,False,160,199,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/165_561e5653.jpg,165_561e5653.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,25468,ad227e5521bbb15f3b6ad13ae0ab3eac,True,False,False,474,583,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Scarlett Johansson/021_0b380404.jpg,021_0b380404.jpg,Scarlett Johansson,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,37740,176d410fd5f710db7228cc5b7821e72f,True,False,False,474,496,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/017_fb53f84d.jpg,017_fb53f84d.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,37479,10b510dc920a840f40aa0bcb44a67590,False,True,False,474,505,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/030_92cca8fa.jpg,030_92cca8fa.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,32564,2fccd10c2a023bf5599ec5c6ffd1a9b1,False,True,False,474,512,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/007_572cf58c.jpg,007_572cf58c.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,41077,ac1c2ab9c3535e760f7c3a4ebcf3956e,False,True,False,474,591,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/051_06409457.jpg,051_06409457.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,27190,34a48fcbf8fdb7804e075782a8f698af,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/010_6102c83d.jpg,010_6102c83d.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,32609,3caa247c7e43a31713eb82fbd2b32a72,False,True,False,474,479,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/046_1086f507.jpg,046_1086f507.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,20258,15190aaa851d7bb6d314e54401409841,False,True,False,474,424,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/057_b1a0b23b.jpg,057_b1a0b23b.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,18052,0e982094aef6ff78bcc19128a2d52c32,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/072_5372b2f8.jpg,072_5372b2f8.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,31829,8cd0cd4d3906ef049913e05e07b40fb6,False,True,False,474,586,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/009_07c15c37.jpg,009_07c15c37.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,24235,4ea5b0eafc53d7a702afed209cbbf7c5,False,True,False,474,553,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/037_895f9cda.jpg,037_895f9cda.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,32215,77ccf7ff1c0c45469643cad1f576ca1d,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/020_a7a653f4.jpg,020_a7a653f4.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,26324,6ef511846349d7d451151c248697d126,False,True,False,474,588,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/071_6e010995.jpg,071_6e010995.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,33932,80fd6fe80276eaf9eb53f9a5dff49770,False,True,False,474,507,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/074_a880665b.jpg,074_a880665b.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,20712,3bd09977903a9629220b9e9094f7cea6,False,True,False,474,395,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/032_e3bf7f23.jpg,032_e3bf7f23.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,24835,28cda9d4821495270d711344873a2474,False,True,False,474,395,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/016_211776b6.jpg,016_211776b6.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,36661,6bc858fda4a7ba8d9e99a932250f20cf,False,True,False,474,463,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/011_dbc62ba7.jpg,011_dbc62ba7.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,36793,dc6d2ad6ea49c1a456580bea85cadf9c,False,True,False,474,536,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/075_98fb973f.jpg,075_98fb973f.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,29887,ddb9924853b4615b40b3c1f2d7f61791,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/039_1fcf8174.jpg,039_1fcf8174.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,24597,96b3fea327a8b58711bbbcb8857e305c,False,True,False,474,424,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/023_06dbacd1.jpg,023_06dbacd1.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,22525,a9f0b1b468938173e9a780ac567c1537,False,True,False,474,463,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/038_74aabb03.jpg,038_74aabb03.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,39113,e16f4007eabcd65113df7754f07155cd,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/012_a2bb90dc.jpg,012_a2bb90dc.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,33059,816c9c51368b5764e2e869885fc8b6b7,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/066_9c2fdc93.jpg,066_9c2fdc93.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,35937,63ec0e074f890f34e48bc5a62d5d44b3,False,True,False,474,586,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/019_4402a7fe.jpg,019_4402a7fe.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,24719,267d6a6b68c3fe8511d044df2a184a0b,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/024_cc39b61d.jpg,024_cc39b61d.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,38666,5eb9667a59de17ad0547a764ec9b36ff,False,True,False,474,568,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/003_acb20793.jpg,003_acb20793.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,29631,e6e0f6f314d42614ef87c79f327747fd,False,True,False,474,479,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/001_5992faf7.jpg,001_5992faf7.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,35832,aa7d696432d25ed1fd077e7a1b2f31be,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/045_c36430d1.jpg,045_c36430d1.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,28102,186003ce3352efb95d7020f4c4507099,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/069_591ac4fc.jpg,069_591ac4fc.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,26578,188af4ba4b9967990a5c7be603ded9ce,False,True,False,474,583,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/021_40180588.jpg,021_40180588.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,40694,04000954d487e9b608bdae7f09282f53,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/096_32a79dde.jpg,096_32a79dde.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,54315,4fb3316bc03e855c7a60f8e88425cbab,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/089_16077370.jpg,089_16077370.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,36137,7bdf926fc23073901acd165b9ed19aee,False,True,False,474,537,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/013_b59e4acc.jpg,013_b59e4acc.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,34054,724b95a6600ddf740adcc5af7b4c299c,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/050_0c20b215.jpg,050_0c20b215.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,6937,695624d82e013a13a43d00d473ca1007,False,True,False,160,177,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/031_a92db443.jpg,031_a92db443.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,36818,6e14bed2d12f61fba61bbb7a6bcb966c,False,True,False,474,521,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/087_4ec19123.jpg,087_4ec19123.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,41050,02d3192cec8f9d1a447d15fec915fca0,False,True,False,474,585,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/083_a685594b.jpg,083_a685594b.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,36653,f5f57ba9de4790851efe61ce6eebffd5,False,True,False,474,535,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/049_6cf6b364.jpg,049_6cf6b364.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,21381,d754c9124786df7e2d1a65a91f450d0c,False,True,False,474,501,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/014_76fd590c.jpg,014_76fd590c.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,23022,48e414e129f8b5f97d96fed8fe1fbd21,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/029_890b58a4.jpg,029_890b58a4.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,27155,6ef9043d371244b89613149051c15130,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/034_60fff082.jpg,034_60fff082.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,44893,c0222f33fb571bfccc6a925e72b0a783,False,True,False,474,539,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/077_9bcf9b8c.jpg,077_9bcf9b8c.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,43684,ddc35056dfa005d5cabdb24300834eae,False,True,False,474,582,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/081_e9a7882a.jpg,081_e9a7882a.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,34498,664fa696c55eb8d6f19ccb6723d77af0,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/008_6c01eb52.jpg,008_6c01eb52.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,42971,65b128285f89855d2b02789c79aac5a3,False,True,False,474,568,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/067_fb02357d.jpg,067_fb02357d.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,59288,595e7dcdfc91c3c731a077012fbde806,False,True,False,474,568,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/092_7716bdbb.jpg,092_7716bdbb.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,35063,7c18a94164a585ad9dc0d8865bdd2628,False,True,False,474,568,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/079_898bcd6c.jpg,079_898bcd6c.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,35713,ca297fd23f6808856124b09f3124864a,False,True,False,474,585,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/065_86617a5e.jpg,065_86617a5e.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,20780,de45d4199077a88ab46c5e32bf3dd511,False,True,False,474,463,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/060_58b1413c.jpg,060_58b1413c.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,24558,c6a57b45d40af6fa30c8fdd060e2a74a,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/052_0d214eb0.jpg,052_0d214eb0.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,38417,49a2c27c8c72a58275070fc8c7cb246a,False,True,False,474,590,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/061_9885f065.jpg,061_9885f065.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,32442,1a5fbe5cd1c827249d4a0e361c28c46b,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/054_ca0da4ca.jpg,054_ca0da4ca.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,27732,5435152d11da4bdf9e7c3756874a37c5,False,True,False,474,478,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/018_738a56fd.jpg,018_738a56fd.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,50479,85faee40abb63c8e3e1b401ea7ca8b50,False,True,False,474,509,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/015_3a0f9ec8.jpg,015_3a0f9ec8.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,37294,8d4e0950bdc920088d40cbfd0c83e74f,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/084_25462eb9.jpg,084_25462eb9.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,24520,f55df2a7ad1bc81aac9f9a51a6063863,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/035_8e23d941.jpg,035_8e23d941.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,31057,aa5440734d393ad3836116c5cdbe2c74,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/048_453e6cb3.jpg,048_453e6cb3.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,31249,4f5b5b1806cdd141bd73d8751f1066d4,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/099_61c7b659.jpg,099_61c7b659.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,29898,df53774789590db7ff27ccc09bcc7879,False,True,False,474,529,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/028_669aab36.jpg,028_669aab36.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,26261,0e7a83fd966a65a3baa92b1b5617aec9,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/047_c6dd0c78.jpg,047_c6dd0c78.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,6098,fd5ecb6acfb3990f91d94c0a738a5465,False,True,False,160,183,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/005_93b2fce9.jpg,005_93b2fce9.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,29063,280505f93212316e5a8fa5ce1eee8ca9,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/058_7f95baf4.jpg,058_7f95baf4.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,38866,39e6b4abfb620d075bc83ea35a34d848,False,True,False,474,571,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/093_4876af22.jpg,093_4876af22.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,19969,b43dfe2d59674d2ff1ab2681d67957d7,False,True,False,474,475,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/043_f14565e2.jpg,043_f14565e2.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,36946,a64c33748d4ef07b5caee03893f3b905,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/041_79dd00e0.jpg,041_79dd00e0.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,27419,32087d9071616376eeb6b08885133dee,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/080_40110c00.jpg,080_40110c00.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,32550,c9db0585dd7479512062ac55eac98f4c,False,True,False,474,592,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/064_1b7da2f6.jpg,064_1b7da2f6.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,29520,5b1cd55dac6510f305e38cce8a5d5afe,False,True,False,474,522,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/025_0131eaa3.jpg,025_0131eaa3.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,27789,49eeb0b7af0f77105d11c3d1abb1eb8d,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/053_e8b9dd3f.jpg,053_e8b9dd3f.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,34953,aaad325d993e07e1b6cd160ea2d6a986,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/073_f39658d0.jpg,073_f39658d0.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,27162,2b1d2bfb891f9873316882db4ed079d3,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/076_2e9c4a35.jpg,076_2e9c4a35.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,26579,4345be7216743a9c4cac4f77c55bcff2,False,True,False,474,591,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/056_64fde18d.jpg,056_64fde18d.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,9316,121f1f02a252cd98a11ffb67b0993a1e,False,True,False,245,254,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/068_712660e4.jpg,068_712660e4.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,35404,839bc30f7ae37aacebc0411b3f404b99,False,True,False,474,580,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/036_1533e4ff.jpg,036_1533e4ff.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,34672,0966c484b5dce0e72b41e32d48fad009,False,True,False,474,474,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/044_c2d670fb.jpg,044_c2d670fb.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,20474,1abd9a914056716150a8f2085afea920,False,True,False,474,443,RGB,False,False
/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset/Kate Winslet/002_590bb980.jpg,002_590bb980.jpg,Kate Winslet,/kaggle/input/celebrity-face-image-dataset/Celebrity Faces Dataset,26691,a0e8760f7509a89a2de804d9f64205fc,False,True,False,474,568,RGB,False,False
